"KAZNIVO DEJANJE","Vložnik ovadbe - SKUPAJ 2013","Vložnik ovadbe - SKUPAJ 2014","Vložnik ovadbe - SKUPAJ 2015","Vložnik ovadbe - SKUPAJ 2016","Vložnik ovadbe - SKUPAJ 2017","Vložnik ovadbe - SKUPAJ 2018","Vložnik ovadbe - SKUPAJ 2019","Vložnik ovadbe - SKUPAJ 2020","Vložnik ovadbe - SKUPAJ 2021","Drugo 2013","Drugo 2014","Drugo 2015","Drugo 2016","Drugo 2017","Drugo 2018","Drugo 2019","Drugo 2020","Drugo 2021","Oškodovanec 2013","Oškodovanec 2014","Oškodovanec 2015","Oškodovanec 2016","Oškodovanec 2017","Oškodovanec 2018","Oškodovanec 2019","Oškodovanec 2020","Oškodovanec 2021","Policija 2013","Policija 2014","Policija 2015","Policija 2016","Policija 2017","Policija 2018","Policija 2019","Policija 2020","Policija 2021","Inšpekcija 2013","Inšpekcija 2014","Inšpekcija 2015","Inšpekcija 2016","Inšpekcija 2017","Inšpekcija 2018","Inšpekcija 2019","Inšpekcija 2020","Inšpekcija 2021","Agencija za plaèilni promet RS 2013","Agencija za plaèilni promet RS 2014","Agencija za plaèilni promet RS 2015","Agencija za plaèilni promet RS 2016","Agencija za plaèilni promet RS 2017","Agencija za plaèilni promet RS 2018","Agencija za plaèilni promet RS 2019","Agencija za plaèilni promet RS 2020","Agencija za plaèilni promet RS 2021","Sam storilec 2013","Sam storilec 2014","Sam storilec 2015","Sam storilec 2016","Sam storilec 2017","Sam storilec 2018","Sam storilec 2019","Sam storilec 2020","Sam storilec 2021","Neposredna ugotovitev državnega tožilstva 2013","Neposredna ugotovitev državnega tožilstva 2014","Neposredna ugotovitev državnega tožilstva 2015","Neposredna ugotovitev državnega tožilstva 2016","Neposredna ugotovitev državnega tožilstva 2017","Neposredna ugotovitev državnega tožilstva 2018","Neposredna ugotovitev državnega tožilstva 2019","Neposredna ugotovitev državnega tožilstva 2020","Neposredna ugotovitev državnega tožilstva 2021","Drug obèan 2013","Drug obèan 2014","Drug obèan 2015","Drug obèan 2016","Drug obèan 2017","Drug obèan 2018","Drug obèan 2019","Drug obèan 2020","Drug obèan 2021","Državni pravobranilec 2013","Državni pravobranilec 2014","Državni pravobranilec 2015","Državni pravobranilec 2016","Državni pravobranilec 2017","Državni pravobranilec 2018","Državni pravobranilec 2019","Državni pravobranilec 2020","Državni pravobranilec 2021","Sodišèe 2013","Sodišèe 2014","Sodišèe 2015","Sodišèe 2016","Sodišèe 2017","Sodišèe 2018","Sodišèe 2019","Sodišèe 2020","Sodišèe 2021"
"4.XXIV.227 oškodovanje upnikov",51,60,121,129,107,100,112,108,-,9,8,16,23,11,11,32,12,-,33,19,65,57,43,61,53,77,-,8,33,34,34,44,8,17,10,-,0,-,2,4,7,1,-,4,-,-,-,1,1,1,-,-,-,-,0,-,-,-,-,-,-,-,-,1,-,2,2,-,-,1,3,-,0,-,1,7,1,-,9,2,-,-,-,-,-,-,-,-,-,-,0,-,-,1,-,19,-,-,-
"4.XXIV.227010 dajanje prednosti upnikom - od. 1",22,20,72,66,36,31,48,42,23,6,3,5,13,2,3,10,11,4,12,9,42,28,17,27,27,25,17,4,8,25,18,17,-,8,3,1,0,-,-,2,-,1,-,2,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,5,-,-,3,1,1,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XXIV.227020 oškodovanje upnikov - od. 2",29,40,49,63,71,69,64,65,53,3,5,11,10,9,8,22,1,17,21,10,23,29,26,34,26,52,25,4,25,9,16,27,8,9,7,8,0,-,2,2,7,-,-,2,-,-,-,1,1,1,-,-,-,2,0,-,-,-,-,-,-,-,-,1,-,2,2,-,-,1,2,-,0,-,1,2,1,-,6,1,1,-,-,-,-,-,-,-,-,-,0,-,-,1,-,19,-,-,-
"4.XXIV.227031 oškodovanje upnikov - od. 3 v zvezi z od. 1",-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.227032 oškodovanje upnikov - od. 3 v zvezi z od. 2",-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.228 poslovna goljufija",1194,1712,2072,1643,1431,1062,852,733,-,94,135,210,169,96,62,51,27,-,749,1085,1391,1250,1143,923,762,664,-,311,455,425,188,156,53,21,17,-,4,1,-,-,1,-,-,4,-,-,-,-,-,1,-,-,-,-,0,-,-,-,-,-,-,-,-,6,3,1,2,10,9,7,9,-,29,32,41,32,23,14,11,12,-,-,-,-,-,-,-,-,-,-,1,1,4,2,1,1,-,-,-
"4.XXIV.228010 poslovna goljufija - od. 1",1022,1414,1721,1326,1150,817,663,580,463,87,104,177,137,69,43,31,15,18,646,903,1151,1029,929,723,606,538,432,255,380,357,133,118,30,11,8,6,4,1,-,-,1,-,-,3,-,-,-,-,-,1,-,-,-,-,0,-,-,-,-,-,-,-,-,5,-,1,1,9,9,5,9,2,24,25,31,24,22,12,10,7,5,-,-,-,-,-,-,-,-,-,1,1,4,2,1,-,-,-,-
"4.XXIV.228021 poslovna goljufija - od. 2 v zvezi z od. 1",101,183,275,249,232,206,156,123,108,5,27,31,30,23,18,20,12,21,67,115,183,168,174,162,124,96,79,24,32,52,44,34,23,10,9,7,0,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,1,3,-,-,-,-,1,-,-,4,6,9,7,1,2,1,5,1,-,-,-,-,-,-,-,-,-,0,-,-,-,-,1,-,-,-
"4.XXIV.228031 poslovna goljufija - od. 3 v zvezi z od. 1",71,115,76,68,49,39,33,30,25,2,4,2,2,4,1,-,-,-,36,67,57,53,40,38,32,30,24,32,43,16,11,4,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,1,1,-,1,-,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XXIV.229 goljufija na škodo Evropskih skupnosti",5,19,40,41,47,35,48,29,-,0,6,8,15,18,10,19,7,-,2,6,16,11,16,18,19,16,-,3,6,16,12,9,3,6,2,-,0,-,-,1,-,3,2,1,-,-,-,-,-,-,1,-,1,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,2,-,-,0,1,-,2,4,-,-,2,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XXIV.229010 goljufija na škodo Evropskih unije - od. 1",-,5,4,8,12,5,5,11,4,-,-,-,5,2,-,2,5,3,-,2,2,2,6,3,1,3,1,-,2,2,-,4,1,-,-,-,-,-,-,1,-,-,2,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.229020 goljufija na škodo Evropskih unije - od. 2",4,3,5,7,14,12,27,8,22,0,1,-,4,10,5,9,-,3,2,-,3,-,4,4,15,5,9,2,2,2,3,-,-,1,2,10,0,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,1,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,2,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XXIV.229031 goljufija na škodo Evropskih unije - od. 3 v zvezi z od. 1",-,4,29,19,14,7,13,6,5,-,-,8,5,2,-,7,-,2,-,4,11,9,3,6,2,6,2,-,-,10,3,5,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
"4.XXIV.229032 goljufija na škodo Evropskih unije - od. 3 v zvezi z od. 2",1,7,2,7,7,11,2,4,7,0,5,-,1,4,5,1,2,3,0,-,-,-,3,5,1,2,2,1,2,2,6,-,1,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XXIV.229041 goljufija na škodo Evropskih unije - od. 4 v zvezi z od. 1",-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.230 preslepitev pri pridobitvi posojila ali ugodnosti",7,13,8,39,21,26,21,5,-,0,2,-,21,-,11,-,-,-,2,5,1,7,18,13,21,5,-,4,6,7,5,2,2,-,-,-,0,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,0,-,-,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XXIV.230010 preslepitev pri pridobitvi posojila ali ugodnosti - od. 1",7,12,8,37,17,24,20,4,6,0,2,-,21,-,10,-,-,1,2,4,1,7,14,12,20,4,5,4,6,7,3,2,2,-,-,-,0,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,0,-,-,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XXIV.230021 preslepitev pri pridobitvi posojila ali ugodnosti - od. 2 v zvezi z od. 1",-,1,-,2,4,2,1,1,2,-,-,-,-,-,1,-,-,-,-,1,-,-,4,1,1,1,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.231 preslepitev pri poslovanju z vrednostnimi papirji",-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.231010 preslepitev pri poslovanju z vrednostnimi papirji - od. 1",-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.231021 preslepitev pri poslovanju z vrednostnimi papirji - od. 2 v zvezi z od. 1",-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.232 preslepitev kupcev",1,3,6,4,4,1,-,2,-,0,-,-,-,-,-,-,1,-,1,1,6,2,4,1,-,1,-,0,1,-,2,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XXIV.232010 preslepitev kupcev - od. 1",-,3,6,4,4,1,-,2,1,-,-,-,-,-,-,-,1,-,-,1,6,2,4,1,-,1,1,-,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.232020 preslepitev kupcev - od. 2",1,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XXIV.233 neupravièena uporaba tuje oznake ali modela",7,7,11,14,10,10,9,5,-,3,-,-,1,1,1,2,2,-,3,5,2,11,6,8,6,3,-,1,-,9,2,1,-,-,-,-,0,-,-,-,1,-,1,-,-,-,-,-,-,1,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XXIV.233010 neupravièena uporaba tuje oznake ali modela - od. 1",5,7,10,10,8,9,7,5,7,3,-,-,1,1,1,2,2,1,1,5,2,7,5,7,4,3,4,1,-,8,2,-,-,-,-,1,0,-,-,-,1,-,1,-,-,-,-,-,-,1,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,1,0,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XXIV.233020 neupravièena uporaba tuje oznake ali modela - od. 2",2,-,1,4,2,1,2,-,2,0,-,-,-,-,-,-,-,-,2,-,-,4,1,1,2,-,2,0,-,1,-,1,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XXIV.234 neupravièena uporaba tujega izuma ali topografije",-,3,2,2,-,3,1,-,-,-,-,1,-,-,-,-,-,-,-,3,-,-,-,3,1,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.234010 neupravièena uporaba tujega izuma ali topografije - od. 1",-,3,2,2,-,3,1,-,-,-,-,1,-,-,-,-,-,-,-,3,-,-,-,3,1,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.235 ponareditev ali unièenje poslovnih listin",106,123,180,131,193,154,141,132,-,24,18,35,21,31,39,31,28,-,24,29,34,55,89,75,61,50,-,44,69,103,47,51,25,24,29,-,5,4,1,1,4,2,17,11,-,-,-,-,-,4,7,5,4,-,0,-,-,-,-,-,-,-,-,3,-,1,1,6,2,1,2,-,6,3,6,6,6,2,2,8,-,-,-,-,-,-,-,-,-,-,0,-,-,-,2,2,-,-,-
"4.XXIV.235010 ponareditev ali unièenje poslovnih listin - od. 1",40,74,98,69,97,73,56,41,46,6,11,19,13,9,20,15,12,9,11,17,21,25,47,35,27,15,25,18,40,52,25,30,11,8,5,6,2,4,-,1,-,1,6,2,4,-,-,-,-,4,2,-,-,-,0,-,-,-,-,-,-,-,-,2,-,-,-,2,1,-,-,-,1,2,6,5,4,2,-,7,2,-,-,-,-,-,-,-,-,-,0,-,-,-,1,1,-,-,-
"4.XXIV.235020 ponareditev ali unièenje poslovnih listin - od. 2 v zvezi z od. 1",66,46,78,62,96,81,84,90,115,18,5,16,8,22,19,15,16,22,13,12,13,30,42,40,34,34,33,26,28,47,22,21,14,16,24,28,3,-,1,-,4,1,11,9,9,-,-,-,-,-,5,5,4,17,0,-,-,-,-,-,-,-,-,1,-,1,1,4,1,1,2,3,5,1,-,1,2,-,2,1,2,-,-,-,-,-,-,-,-,-,0,-,-,-,1,1,-,-,1
"4.XXIV.235031 ponareditev ali unièenje poslovnih listin - od. 3 v zvezi z od. 1",-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.235032 ponareditev ali unièenje poslovnih listin - od. 3 v zvezi z od. 2",-,3,4,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.236 izdaja in neupravièena pridobitev poslovne skrivnosti",14,11,17,15,29,15,15,17,-,1,-,-,1,5,1,-,1,-,12,10,15,11,16,14,15,13,-,1,-,2,2,7,-,-,1,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,1,-,1,1,-,-,2,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XXIV.236010 izdaja in neupravièena pridobitev poslovne skrivnosti - od. 1",9,7,11,10,17,10,9,12,6,1,-,-,-,5,1,-,1,1,8,6,11,8,7,9,9,9,4,0,-,-,1,4,-,-,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,1,-,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XXIV.236020 izdaja in neupravièena pridobitev poslovne skrivnosti - od. 2",3,2,5,3,2,3,3,4,5,0,-,-,-,-,-,-,-,-,2,2,4,3,2,3,3,3,5,1,-,1,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XXIV.236031 izdaja in neupravièena pridobitev poslovne skrivnosti - od. 3 v zvezi z od. 1",2,1,1,2,10,2,1,-,3,0,-,-,1,-,-,-,-,-,2,1,-,-,7,2,1,-,3,0,-,1,1,3,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XXIV.236032 izdaja in neupravièena pridobitev poslovne skrivnosti - od. 3 v zvezi z od. 2",-,1,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.236041 izdaja in neupravièena pridobitev poslovne skrivnosti - od. 4 v zvezi z od. 1",-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.237 zloraba informacijskega sistema",3,3,5,4,5,5,2,5,-,0,-,-,-,-,-,-,-,-,3,3,4,3,2,4,2,5,-,0,-,1,1,3,1,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XXIV.237010 zloraba informacijskega sistema - od. 1",3,3,5,4,5,2,2,5,1,0,-,-,-,-,-,-,-,-,3,3,4,3,2,1,2,5,1,0,-,1,1,3,1,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
"4.XXIV.237021 zloraba informacijskega sistema - od. 2 v zvezi z od. 1",-,-,-,-,-,3,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.238 zloraba notranje informacije",-,7,1,-,3,9,1,2,-,-,-,-,-,3,5,1,2,-,-,6,1,-,-,3,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.238010 zloraba notranje informacije - od. 1",-,6,1,-,1,3,1,-,1,-,-,-,-,1,-,1,-,-,-,5,1,-,-,2,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.238020 zloraba notranje informacije - od. 2",-,-,-,-,1,1,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.238030 zloraba notranje informacije - od. 3",-,1,-,-,-,5,-,2,-,-,-,-,-,-,4,-,2,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.238041 zloraba notranje informacije - od. 4 v zvezi z od. 1",-,-,-,-,1,-,-,-,1,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.239 zloraba trga finanènih instrumentov",-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.239021 zloraba trga finanènih instrumentov - od. 2 v zvezi z od. 1",-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"4.XXIV.240 zloraba položaja ali zaupanja pri gospodarski dejavnosti",171,257,382,495,554,357,499,340,-,32,20,63,104,68,79,82,78,-,64,125,133,219,282,197,326,206,-,56,102,175,155,176,69,63,41,-,3,-,2,-,2,3,1,2,-,-,1,-,-,-,-,-,3,-,0,-,-,-,-,-,-,-,-,5,3,3,4,10,4,9,4,-,11,6,4,11,16,5,17,5,-,-,-,-,1,-,-,-,-,-,0,-,2,1,-,-,1,1,-
"4.XXIV.240010 zloraba položaja ali zaupanja pri gospodarski dejavnosti - od. 1",84,117,178,227,291,146,222,126,144,10,16,18,32,33,30,23,20,12,34,60,79,101,144,97,182,91,117,30,35,74,82,103,13,8,11,5,0,-,-,-,-,2,-,-,3,-,1,-,-,-,-,-,1,-,0,-,-,-,-,-,-,-,-,0,-,3,4,1,3,2,2,7,10,5,2,7,10,1,7,-,-,-,-,-,1,-,-,-,-,-,0,-,2,-,-,-,-,1,-
"4.XXIV.240021 zloraba položaja ali zaupanja pri gospodarski dejavnosti - od. 2 v zvezi z od. 1",82,129,194,248,256,205,267,208,191,22,4,45,62,35,47,58,58,43,29,63,51,111,131,97,138,110,103,23,58,94,70,73,55,52,30,29,3,-,2,-,2,1,1,1,2,-,-,-,-,-,-,-,2,10,0,-,-,-,-,-,-,-,-,5,3,-,-,9,1,7,2,4,0,1,2,4,6,4,10,5,-,-,-,-,-,-,-,-,-,-,0,-,-,1,-,-,1,-,-
"4.XXIV.240031 zloraba položaja ali zaupanja pri gospodarski dejavnosti - od. 3 v zvezi z od. 1",5,11,10,20,7,6,10,6,3,0,-,-,10,-,2,1,-,1,1,2,3,7,7,3,6,5,2,3,9,7,3,-,1,3,-,-,0,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-
