"KAZNIVO DEJANJE","Razlog zavrženja - SKUPAJ 2013","Razlog zavrženja - SKUPAJ 2014","Razlog zavrženja - SKUPAJ 2015","Razlog zavrženja - SKUPAJ 2016","Razlog zavrženja - SKUPAJ 2017","Razlog zavrženja - SKUPAJ 2018","Razlog zavrženja - SKUPAJ 2019","Razlog zavrženja - SKUPAJ 2020","Razlog zavrženja - SKUPAJ 2021","Ni utemeljenega suma 2013","Ni utemeljenega suma 2014","Ni utemeljenega suma 2015","Ni utemeljenega suma 2016","Ni utemeljenega suma 2017","Ni utemeljenega suma 2018","Ni utemeljenega suma 2019","Ni utemeljenega suma 2020","Ni utemeljenega suma 2021","Izkljuèen pregon 2013","Izkljuèen pregon 2014","Izkljuèen pregon 2015","Izkljuèen pregon 2016","Izkljuèen pregon 2017","Izkljuèen pregon 2018","Izkljuèen pregon 2019","Izkljuèen pregon 2020","Izkljuèen pregon 2021","Nesorazmerje med majhnim pomenom kd in posledicami kazenskega pregona 2013","Nesorazmerje med majhnim pomenom kd in posledicami kazenskega pregona 2014","Nesorazmerje med majhnim pomenom kd in posledicami kazenskega pregona 2015","Nesorazmerje med majhnim pomenom kd in posledicami kazenskega pregona 2016","Nesorazmerje med majhnim pomenom kd in posledicami kazenskega pregona 2017","Nesorazmerje med majhnim pomenom kd in posledicami kazenskega pregona 2018","Nesorazmerje med majhnim pomenom kd in posledicami kazenskega pregona 2019","Nesorazmerje med majhnim pomenom kd in posledicami kazenskega pregona 2020","Nesorazmerje med majhnim pomenom kd in posledicami kazenskega pregona 2021","Ni znakov kaznivega dejanja 2013","Ni znakov kaznivega dejanja 2014","Ni znakov kaznivega dejanja 2015","Ni znakov kaznivega dejanja 2016","Ni znakov kaznivega dejanja 2017","Ni znakov kaznivega dejanja 2018","Ni znakov kaznivega dejanja 2019","Ni znakov kaznivega dejanja 2020","Ni znakov kaznivega dejanja 2021","Umik predloga za pregon 2013","Umik predloga za pregon 2014","Umik predloga za pregon 2015","Umik predloga za pregon 2016","Umik predloga za pregon 2017","Umik predloga za pregon 2018","Umik predloga za pregon 2019","Umik predloga za pregon 2020","Umik predloga za pregon 2021","Po odloženem kazenskem pregonu 2013","Po odloženem kazenskem pregonu 2014","Po odloženem kazenskem pregonu 2015","Po odloženem kazenskem pregonu 2016","Po odloženem kazenskem pregonu 2017","Po odloženem kazenskem pregonu 2018","Po odloženem kazenskem pregonu 2019","Po odloženem kazenskem pregonu 2020","Po odloženem kazenskem pregonu 2021","Smotrnost 2013","Smotrnost 2014","Smotrnost 2015","Smotrnost 2016","Smotrnost 2017","Smotrnost 2018","Smotrnost 2019","Smotrnost 2020","Smotrnost 2021","Zastaranje 2013","Zastaranje 2014","Zastaranje 2015","Zastaranje 2016","Zastaranje 2017","Zastaranje 2018","Zastaranje 2019","Zastaranje 2020","Zastaranje 2021","Po poravnavi 2013","Po poravnavi 2014","Po poravnavi 2015","Po poravnavi 2016","Po poravnavi 2017","Po poravnavi 2018","Po poravnavi 2019","Po poravnavi 2020","Po poravnavi 2021","Izkljuèena kazenska odgovornost 2013","Izkljuèena kazenska odgovornost 2014","Izkljuèena kazenska odgovornost 2015","Izkljuèena kazenska odgovornost 2016","Izkljuèena kazenska odgovornost 2017","Izkljuèena kazenska odgovornost 2018","Izkljuèena kazenska odgovornost 2019","Izkljuèena kazenska odgovornost 2020","Izkljuèena kazenska odgovornost 2021","Oportuniteta - smotrnost (mladoletniki) 2013","Oportuniteta - smotrnost (mladoletniki) 2014","Oportuniteta - smotrnost (mladoletniki) 2015","Oportuniteta - smotrnost (mladoletniki) 2016","Oportuniteta - smotrnost (mladoletniki) 2017","Oportuniteta - smotrnost (mladoletniki) 2018","Oportuniteta - smotrnost (mladoletniki) 2019","Oportuniteta - smotrnost (mladoletniki) 2020","Oportuniteta - smotrnost (mladoletniki) 2021","Oportuniteta - izvajanje varnostnega ukrepa v teku 2013","Oportuniteta - izvajanje varnostnega ukrepa v teku 2014","Oportuniteta - izvajanje varnostnega ukrepa v teku 2015","Oportuniteta - izvajanje varnostnega ukrepa v teku 2016","Oportuniteta - izvajanje varnostnega ukrepa v teku 2017","Oportuniteta - izvajanje varnostnega ukrepa v teku 2018","Oportuniteta - izvajanje varnostnega ukrepa v teku 2019","Oportuniteta - izvajanje varnostnega ukrepa v teku 2020","Oportuniteta - izvajanje varnostnega ukrepa v teku 2021","Oportuniteta - kazen v teku 2013","Oportuniteta - kazen v teku 2014","Oportuniteta - kazen v teku 2015","Oportuniteta - kazen v teku 2016","Oportuniteta - kazen v teku 2017","Oportuniteta - kazen v teku 2018","Oportuniteta - kazen v teku 2019","Oportuniteta - kazen v teku 2020","Oportuniteta - kazen v teku 2021","Otrok pod 14 let 2013","Otrok pod 14 let 2014","Otrok pod 14 let 2015","Otrok pod 14 let 2016","Otrok pod 14 let 2017","Otrok pod 14 let 2018","Otrok pod 14 let 2019","Otrok pod 14 let 2020","Otrok pod 14 let 2021"
"5.XIX.176020 prikazovanje, izdelava, posest in posredovanje pornografskega gradiva - od. 2",-,1,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XIX.176030 prikazovanje, izdelava, posest in posredovanje pornografskega gradiva - od. 3",-,3,4,3,-,-,-,-,-,-,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XX KAZNIVA DEJANJA ZOPER ÈLOVEKOVO ZDRAVJE",18,51,128,66,-,-,-,-,-,17,34,73,42,-,-,-,-,-,0,3,8,-,-,-,-,-,-,1,13,29,15,-,-,-,-,-,0,1,8,7,-,-,-,-,-,0,-,3,1,-,-,-,-,-,0,-,7,1,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XX.178 opustitev zdravstvene pomoèi",1,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,1,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XX.178010 opustitev zdravstvene pomoèi - od. 1",1,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,1,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XX.179 malomarno zdravljenje in opravljanje zdravilske dejavnosti",-,2,7,2,-,-,-,-,-,-,2,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XX.179010 malomarno zdravljenje in opravljanje zdravilske dejavnosti - od. 1",-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XX.179020 malomarno zdravljenje in opravljanje zdravilske dejavnosti - od. 2",-,2,4,-,-,-,-,-,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XX.179031 malomarno zdravljenje in opravljanje zdravilske dejavnosti - od. 3 v zvezi z od. 1",-,-,2,1,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XX.179032 malomarno zdravljenje in opravljanje zdravilske dejavnosti - od. 3 v zvezi z od. 2",-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XX.186 neupravièena proizvodnja in promet s prepovedanimi drogami, nedovoljenimi snovmi v športu in predhodnimi sestavinami za izdelavo prepovedanih drog",16,38,109,57,-,-,-,-,-,16,27,63,39,-,-,-,-,-,0,3,8,-,-,-,-,-,-,0,7,24,10,-,-,-,-,-,0,1,7,7,-,-,-,-,-,0,-,3,1,-,-,-,-,-,0,-,4,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XX.186010 neupravièena proizvodnja in promet s prepovedanimi drogami, nedovoljenimi snovmi v športu in predhodnimi sestavinami za izdelavo prepovedanih drog - od. 1",14,36,108,54,-,-,-,-,-,14,25,63,36,-,-,-,-,-,0,3,7,-,-,-,-,-,-,0,7,24,10,-,-,-,-,-,0,1,7,7,-,-,-,-,-,0,-,3,1,-,-,-,-,-,0,-,4,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XX.186020 neupravièena proizvodnja in promet s prepovedanimi drogami, nedovoljenimi snovmi v športu in predhodnimi sestavinami za izdelavo prepovedanih drog - od. 2",2,2,-,1,-,-,-,-,-,2,2,-,1,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XX.186031 neupravièena proizvodnja in promet s prepovedanimi drogami, nedovoljenimi snovmi v športu in predhodnimi sestavinami za izdelavo prepovedanih drog - od. 3 v zvezi z od. 1",-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XX.186040 neupravièena proizvodnja in promet s prepovedanimi drogami, nedovoljenimi snovmi v športu in predhodnimi sestavinami za izdelavo prepovedanih drog - od. 4",-,-,-,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XX.187 omogoèanje uživanja prepovedanih drog ali nedovoljenih snovi v športu",1,11,11,7,-,-,-,-,-,0,5,3,1,-,-,-,-,-,0,-,-,-,-,-,-,-,-,1,6,5,5,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,3,1,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XX.187010 omogoèanje uživanja prepovedanih drog ali nedovoljenih snovi v športu - od. 1",1,9,8,4,-,-,-,-,-,0,4,1,1,-,-,-,-,-,0,-,-,-,-,-,-,-,-,1,5,4,2,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,3,1,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XX.187021 omogoèanje uživanja prepovedanih drog ali nedovoljenih snovi v športu - od. 2 v zvezi z od. 1",-,2,3,3,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XXI KAZNIVA DEJANJA ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE",61,231,228,166,-,-,-,-,-,54,137,138,91,-,-,-,-,-,1,9,6,9,-,-,-,-,-,1,8,12,14,-,-,-,-,-,5,62,40,29,-,-,-,-,-,0,-,7,2,-,-,-,-,-,0,12,17,19,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,2,1,-,-,-,-,-,-,0,1,7,1,-,-,-,-,-,0,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XXI.190 odvzem mladoletne osebe",11,47,32,23,-,-,-,-,-,8,23,13,15,-,-,-,-,-,0,-,-,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,2,23,19,6,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,1,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XXI.190010 odvzem mladoletne osebe - od. 1",11,45,32,23,-,-,-,-,-,8,22,13,15,-,-,-,-,-,0,-,-,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,2,22,19,6,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,1,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XXI.190020 odvzem mladoletne osebe - od. 2",-,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XXI.191 nasilje v družini",20,90,106,88,-,-,-,-,-,19,44,57,43,-,-,-,-,-,1,7,6,5,-,-,-,-,-,0,4,6,12,-,-,-,-,-,0,24,12,13,-,-,-,-,-,0,-,7,2,-,-,-,-,-,0,9,11,12,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,1,1,-,-,-,-,-,-,0,1,6,-,-,-,-,-,-,0,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XXI.191010 nasilje v družini - od. 1",13,78,94,81,-,-,-,-,-,12,39,51,38,-,-,-,-,-,1,6,5,5,-,-,-,-,-,0,3,6,12,-,-,-,-,-,0,21,9,12,-,-,-,-,-,0,-,6,2,-,-,-,-,-,0,8,11,11,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,1,1,-,-,-,-,-,-,0,-,5,-,-,-,-,-,-,0,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XXI.191020 nasilje v družini - od. 2",2,1,1,2,-,-,-,-,-,2,-,1,1,-,-,-,-,-,0,1,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,1,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XXI.191031 nasilje v družini - od. 3 v zvezi z od. 1",5,11,11,5,-,-,-,-,-,5,5,5,4,-,-,-,-,-,0,-,1,-,-,-,-,-,-,0,1,-,-,-,-,-,-,-,0,3,3,-,-,-,-,-,-,0,-,1,-,-,-,-,-,-,0,1,-,1,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,1,1,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XXI.192 zanemarjanje mladoletne osebe in surovo ravnanje",29,81,81,51,-,-,-,-,-,26,63,66,32,-,-,-,-,-,0,1,-,2,-,-,-,-,-,0,2,4,2,-,-,-,-,-,3,13,7,8,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,2,3,7,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,1,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XXI.192010 zanemarjanje mladoletne osebe in surovo ravnanje - od. 1",17,53,56,36,-,-,-,-,-,14,39,43,24,-,-,-,-,-,0,1,-,2,-,-,-,-,-,0,1,4,2,-,-,-,-,-,3,12,5,5,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,3,3,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,1,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XXI.192020 zanemarjanje mladoletne osebe in surovo ravnanje - od. 2",12,28,25,15,-,-,-,-,-,12,24,23,8,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,1,-,-,-,-,-,-,-,0,1,2,3,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,2,-,4,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XXI.194 neplaèevanje preživnine",1,13,9,4,-,-,-,-,-,1,7,2,1,-,-,-,-,-,0,1,-,-,-,-,-,-,-,0,2,2,-,-,-,-,-,-,0,2,2,2,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,1,3,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,1,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XXI.194010 neplaèevanje preživnine - od. 1",1,13,9,4,-,-,-,-,-,1,7,2,1,-,-,-,-,-,0,1,-,-,-,-,-,-,-,0,2,2,-,-,-,-,-,-,0,2,2,2,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,1,3,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,1,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XXII KAZNIVA DEJANJA ZOPER DELOVNO RAZMERJE IN SOCIALNO VARNOST",6,22,55,29,-,-,-,-,-,6,18,41,21,-,-,-,-,-,0,-,3,1,-,-,-,-,-,0,-,2,3,-,-,-,-,-,0,2,5,2,-,-,-,-,-,0,-,1,-,-,-,-,-,-,0,1,3,1,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,1,-,1,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XXII.196 kršitev temeljnih pravic delavcev",5,12,28,19,-,-,-,-,-,5,10,19,12,-,-,-,-,-,0,-,2,1,-,-,-,-,-,0,-,1,3,-,-,-,-,-,0,1,5,1,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,1,1,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,1,-,1,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XXII.196010 kršitev temeljnih pravic delavcev - od. 1",5,11,27,12,-,-,-,-,-,5,9,18,7,-,-,-,-,-,0,-,2,1,-,-,-,-,-,0,-,1,2,-,-,-,-,-,0,1,5,1,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,1,1,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,0,1,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XXII.196021 kršitev temeljnih pravic delavcev - od. 2 v zvezi z od. 1",-,-,1,7,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"5.XXII.196030 kršitev temeljnih pravic delavcev - od. 3",-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
